How many movies did Stanley Kubrick direct?,SELECT DISTINCT COUNT(var_uri) WHERE brack_openvar_uri dbo_director dbr_Stanley_Kubrick  sep_dot brack_close
Which city's foundeer is John Forbes?,SELECT DISTINCT var_uri WHERE brack_openvar_uri dbo_founder dbr_John_Forbes_(British_Army_officer)  sep_dot var_uri rdf_type dbo_Citybrack_close
What is the river whose mouth is in dead sea?,SELECT DISTINCT var_uri WHERE brack_openvar_uri dbo_riverMouth dbr_Dead_Sea  sep_dot var_uri rdf_type dbo_Riverbrack_close
What is the allegiance of John Kotelawala ?, SELECT DISTINCT var_uri WHERE brack_open dbr_John_Kotelawala dbp_allegiance var_uri brack_close 
How many races have the horses bred by Jacques Van't Hart participated in?,SELECT DISTINCT COUNT(var_uri) WHERE brack_open var_x dbo_breeder dbr_Jacques_Van't_Hart sep_dot var_x dbp_race var_uri  sep_dot brack_close
"What is the incumbent of the Al Gore presidential campaign, 2000 and also the president of the Ann Lewis ?"," SELECT DISTINCT var_uri WHERE brack_open dbr_Al_Gore_presidential_campaign,_2000 dbo_incumbent var_uri. dbr_Ann_Lewis dbo_president var_uribrack_close "
What is the region of Tom Perriello ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Tom_Perriello dbo_region var_uri brack_close 
What layout can be found in cars similar to the Subaru Outback?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_related dbr_Subaru_Outback sep_dot var_x dbo_layout var_uri  sep_dot var_x rdf_type dbo_Automobilebrack_close
Starwood operates in which places?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_operator dbr_Starwood_Hotels_and_Resorts_Worldwide sep_dot var_x dbp_address var_uri  sep_dot brack_close
Name the mascot of Austin College ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Austin_College dbp_mascot var_uri brack_close 
What was the university of the rugby player who coached the Stanford rugby teams during 1906-1917?,SELECT DISTINCT var_uri WHERE brack_open dbr_1906–17_Stanford_rugby_teams dbp_headcoach var_x sep_dot var_x dbo_university var_uri  sep_dot brack_close
"How many people live in Wilton, Connecticut?","SELECT DISTINCT COUNT(var_uri) WHERE brack_openvar_uri dbp_residence dbr_Wilton,_Connecticut  sep_dot brack_close"
What awards did the film director of The Haunted House win ?,SELECT DISTINCT var_uri WHERE brack_open dbr_The_Haunted_House_(1929_film) dbo_director var_x sep_dot var_x dbo_award var_uri  sep_dot brack_close
Name the origin of Henry Cluney ?, SELECT DISTINCT var_uri WHERE brack_open dbr_Henry_Cluney dbp_origin var_uri brack_close 
List the things for which people of New Orleans are famous for?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_placeOfBirth dbr_New_Orleans sep_dot var_x dbp_knownFor var_uri  sep_dot var_x rdf_type dbo_Personbrack_close
What sports are played in schools in the capital region?,SELECT DISTINCT var_uri WHERE brack_open var_x dbp_region dbr_Capital_region sep_dot var_x dbo_sport var_uri  sep_dot var_x rdf_type dbo_Schoolbrack_close
"What company brought Riddim Ribbon to the market, and developed the batch monitor?", SELECT DISTINCT var_uri WHERE brack_open dbr_Batch_Monitor dbp_developer var_uri. dbr_Riddim_Ribbon_feat._The_Black_Eyed_Peas dbp_distributor var_uribrack_close 
In which part of the world can i find Xynisteri and Mavro?,SELECT DISTINCT var_uri WHERE brack_open dbr_Xynisteri dbo_origin var_uri. dbr_Mavro dbo_origin var_uri sep_dot brack_close
which awards have been given to people who fought in the Battle of France?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_battle dbr_Battle_of_France sep_dot var_x dbo_award var_uri  sep_dot var_x rdf_type dbo_Personbrack_close
