Welche anderen Waffen hat der Erfinder der <A> entwickelt?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot <A> dbp_designer var_x FILTER ( var_uri != <A> ) brack_close
Welcher Staat in den USA hat die höchste Bevölkerungsdichte?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank brack_close ORDER BY ASC(var_rank) LIMIT 1
Welche Monarchen waren mit jemand deutschem verheiratet?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse brack_open var_spouse dbo_birthPlace dbr_Germany brack_close UNION brack_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country dbr_Germany brack_close brack_close
Welche Zustand von das Vereinigt Zustände von Amerika hat das höchste Dichte? ,SELECT var_uri WHERE brack_open var_uri dbp_densityrank var_density brack_close ORDER BY ASC(var_density) LIMIT 1
Mit wem ist die Tochter von <A> verheiratet?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_child var_child sep_dot var_child dbp_spouse var_uri brack_close
"Zeig mir eine Liste der Fußballvereine, die in der <A> spielen.",SELECT DISTINCT var_uri WHERE brack_open var_uri a dbo_SoccerClub ; dbo_league <A> brack_close
"Gib mir die Haupstädte aller Länder, über die sich der <A> erstreckt.",SELECT DISTINCT var_uri WHERE brack_open <A> dbo_country var_country sep_dot var_country dbo_capital var_uri brack_close
Welches Land hat die meisten Amtssprachen?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Country sep_dot var_uri dbp_officialLanguages var_language sep_dot brack_close ORDER BY DESC(COUNT(var_language)) OFFSET 0 LIMIT 1
Wie schwer ist <A> leichtester Mond?,SELECT DISTINCT var_n WHERE brack_open var_uri dbp_satelliteOf <A> ; dbo_mass var_n brack_close ORDER BY ASC(var_n) OFFSET 0 LIMIT 1
Welche Regierungsform hat <A>?,SELECT var_uri WHERE brack_open <A> dbo_governmentType var_uri brack_close
Haben <A> und <B> gemeinsame Wurzeln?,ASK WHERE brack_open <A> dbo_languageFamily var_uri sep_dot <B> dbo_languageFamily var_uri brack_close
Wer spielt alles in spanischen Filmen produziert von <A> mit? ,SELECT DISTINCT var_uri WHERE brack_open var_film rdf_type dbo_Film ; dbo_country dbr_Spain ; dbo_producer <A> ; dbo_starring var_uri sep_dot var_uri rdf_type dbo_Person brack_close
Ist <A> größer als <B>?,ASK WHERE brack_open <A> dbo_areaTotal var_a1 sep_dot <B> dbo_areaTotal var_a2 FILTER ( var_a1  var_a2 ) brack_close
Zeig mir alle Bücher in Asimovs <A>.,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_series <A> brack_close
Wo wurde <A> geboren?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_birthPlace var_uri brack_close
Welche Stadt hat die älteste funktionierende U-Bahn?,SELECT var_loc WHERE brack_open var_uri dbo_type dbr_Rapid_transit ; dbo_openingYear var_date ; dbo_location var_loc sep_dot var_loc rdf_type dbo_City brack_close ORDER BY ASC(var_date) LIMIT 1
Wer hat die <A> entworfen?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_architect var_uri brack_close
Wie viele Menschen leben in <A>?,SELECT DISTINCT var_population WHERE brack_open <A> dbo_populationTotal var_population brack_close
Wer moderiert die <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_presenter var_uri brack_close
Was ist die Gesamteinwohnerzahl von <A>?,SELECT var_uri WHERE brack_open <A> dbo_populationTotal var_uri brack_close
In welchem Land ist der <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_locatedInArea var_uri sep_dot var_uri rdf_type dbo_Country brack_close
Welcher Stilrichtung gehörte der Maler der <A> an?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_author var_person sep_dot var_person dbo_movement var_uri brack_close
Liste alle Brettspiele von <A>. ,SELECT var_uri WHERE brack_open var_uri dbo_publisher <A> brack_close
Wer entwickelt <A>? ,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_developer var_uri brack_close
Welche Menschen wurden geboren im <A>? ,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type onto:Person ; onto:birthPlace <A> brack_close
Wer ist der Bürgermeister von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_leaderName var_uri brack_close
In welchen Ländern gibt es Orte mit mehr als zwei Höhlen?,SELECT DISTINCT var_uri WHERE brack_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country brack_close GROUP BY var_uri HAVING ( COUNT(var_cave)  2 )
Wo starb <A> Lincoln?,SELECT DISTINCT var_uri WHERE brack_open <A>>_Lincoln dbo_deathPlace var_uri brack_close
Welche Flughäfen fliegt <A> an?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_targetAirport var_uri brack_close
"Gib mir alle Schauspieler von Filmen, in denen <A> sowohl Regie geführt als auch selber mitgespielt hat.",SELECT DISTINCT var_uri WHERE brack_open var_x dbo_director <A> ; dbo_starring <A> brack_open var_x dbo_starring var_uri brack_close UNION brack_open var_x dbp_starring var_uri brack_close brack_close
Gib mir alle dänischen Filme.,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Film ; dbo_country dbr_Denmark brack_close
Gib mir die Enkel von <A>.,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_child var_child sep_dot var_child dbp_children var_uri brack_close
Wem gehören die <A>?,SELECT DISTINCT var_uri WHERE brack_open dbr_Universal_Studios dbo_owner var_uri brack_close brack_open <A> dbo_parentCompany var_owner. brack_close
Wer hat <A> entdeckt?,SELECT var_uri WHERE brack_open <A> dbo_discoverer var_uri brack_close
"Gib mir alle Schauspieler, die in <A> mitgespielt haben.",SELECT DISTINCT var_uri WHERE brack_open <A> dbo_starring var_uri brack_close
Was war der letzte Film mit Alec <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Film ; dbo_starring <A> ; dbo_releaseDate var_date brack_close ORDER BY DESC(var_date) LIMIT 1
Was war der erste Name der Band <A> of the Stone Age?,SELECT DISTINCT var_name WHERE brack_open <A>>_of_the_Stone_Age dbo_alias var_name brack_close
Was war das erste <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Album ; dbp_artist <A> ; dbo_releaseDate var_d. brack_close ORDER BY ASC(var_d) OFFSET 0 LIMIT 1
Welches Museum in <A> hat die meisten Besucher?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Museum ; dbo_location <A> ; dbo_numberOfVisitors var_num brack_close ORDER BY DESC(var_num) OFFSET 0 LIMIT 1
Welcher von <A> Filmen hatte das höchste Budget?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_director <A> ; dbo_budget var_b brack_close ORDER BY var_b OFFSET 0 LIMIT 1
In welchen Ländern wird <A> gesprochen?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Country ; dbo_language <A> brack_close
Wer hat <A> gegründet?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_founder var_uri brack_close
Wer hat das Titellied für <A> of Thrones geschrieben?,SELECT DISTINCT var_uri WHERE brack_open <A>>_of_Thrones dbo_composer var_uri brack_close
Wer ist der Präsident von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_leaderName var_uri brack_close
In welcher Stadt ist John F. <A> gestorben?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_deathPlace var_uri sep_dot var_uri rdf_type dbo_City brack_close
Was ist der höchste Berg in Australien?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Mountain ; dbo_locatedInArea dbr_Australia; dbo_elevation var_elevation brack_close ORDER BY DESC(var_elevation) LIMIT 1
Wer schreibt das <A>?,SELECT var_uri WHERE brack_open <A> dbp_editor var_uri brack_close
Zeig mir die Währung in <A> an.,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_currency var_uri brack_close
In welcher Stadt ist das Hauptquartier der Vereinten Nationen?,SELECT DISTINCT var_uri WHERE brack_open dbr_Headquarters_of_the_United_Nations dbo_location var_uri sep_dot var_uri rdf_type dbo_City brack_close
Ist <A> die Ehefrau von <A>?,ASK WHERE brack_open <A> dbo_spouse <A> brack_close
Was ist die Währung der <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_currency var_uri brack_close
Wo in <A> wird <B> hergestellt?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_wineProduced <B> ; dbo_location <A> brack_close
Wann hat <A> seine aktive Karriere beendet?,SELECT DISTINCT var_d WHERE brack_open <A> dbo_activeYearsEndDate var_d brack_close
"Bei welchen Filmen, in denen <A> mitspielt, hat <A> Regie geführt?",SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Film ; dbo_starring <A> ; dbo_director <A> brack_close
In welchen Filmen spielen sowohl <A> als auch <A> mit?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Film ; dbo_starring <A> ; dbo_starring <A> brack_close
Zeig mir <A> Autobiographie.,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_author <A> ; dbo_literaryGenre dbr_Autobiography brack_close
Was sind die fünf Stadtteile von New York?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_governmentType dbr_Boroughs_of_New_York_City brack_close
Gib mir alle kanadischen Grunge-Plattenfirmen.,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_RecordLabel ; dbo_genre dbr_Grunge ; dbo_country dbr_Canada brack_close
In welchem Land entspringt der Ganges?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_river dbr_Ganges brack_close
Ist <A> die Ehefrau von <A>?,ASK WHERE brack_open <A> dbo_spouse <A> brack_close
Welche Bücher von Kerouac wurden von <A> verlegt?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Book ; dbo_publisher <A> ; dbo_author dbr_Jack_Kerouac brack_close
Wer hat das Lied <A> geschrieben?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_writer var_uri brack_close
Was ist die Hauptstadt von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_capital var_uri brack_close
Welche Regierungsform hat <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_governmentType var_uri brack_close
"Zeig mir das Buch, das <A> geschrieben hat.",SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Book ; dbo_author <A> brack_close
Wer hat als erstes den <A> bestiegen?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_firstAscentPerson var_uri brack_close
Wieviele Sprachen werden in Kolumbien gesprochen?,SELECT (COUNT(DISTINCT var_uri) AS var_c) WHERE brack_open var_uri dbo_spokenIn dbr_Colombia brack_close
In welcher Stadt hört die <A> auf?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_routeEnd var_uri brack_close
Gib mir die Enkel von <A> Presley.,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_child var_child sep_dot var_child dbo_child var_uri brack_close
Wann endete die <A>?,SELECT DISTINCT var_date WHERE brack_open <A> dbp_yearEnd var_date brack_close
An welchen militärischen Auseinandersetzungen war <A> von Arabien beteiligt?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_battle var_uri brack_close
In welcher Zeitzone liegt <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_timeZone var_uri brack_close
Gib mir alle Bücher von <A> mit mehr als 300 Seiten.,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Book ; dbo_author <A> ; dbo_numberOfPages var_x FILTER ( var_x  300 ) brack_close
Hat <A> Lincolns Sterbeort eine Webseite?,ASK WHERE brack_open <A> dbo_deathPlace var_p sep_dot var_p dbo_website var_w brack_close
Wann wurde die <A> durchgeführt?,SELECT DISTINCT var_d WHERE brack_open <A> dbo_date var_d brack_close
"Gibt es ein Videospiel, das Battle Chess heißt?","ASK WHERE brack_open var_uri rdf_type dbo_VideoGame ; rdfs:label ""Battle Chess""@en brack_close"
Hat <B> eine Frabik in <A>?,ASK WHERE brack_open var_uri dbo_assembly <A> ; dbo_manufacturer <B> brack_close
Hat <A> <A> beeinflusst?,ASK WHERE brack_open <A> dbo_influencedBy <A> brack_close
Wieviele Kinder hatte <A>?,SELECT (COUNT(DISTINCT var_uri) AS var_c) WHERE brack_open <A> dbo_child var_uri brack_close
Wie groß ist <A>?,SELECT DISTINCT var_num WHERE brack_open <A> dbo_height var_num brack_close
In welcher Stadt im Vereinigten Königreich ist das Hauptquartier des <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_headquarter var_uri sep_dot var_uri dbo_country dbr_United_Kingdom brack_close
Wer hat sich <A> ausgedacht?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_creator var_uri brack_close
Hatte <A> Presley Kinder?,ASK WHERE brack_open <A> dbo_child var_uri brack_close
Wieviele Sprachen werden in <A> gesprochen?,SELECT (COUNT(DISTINCT var_x) AS var_c) WHERE brack_open var_x dbo_spokenIn <A> brack_close
Hatte Che <A> Kinder?,ASK WHERE brack_open <A> dbo_child var_uri brack_close
Hat <A> jemals den Großen Preis der Jury in Cannes gewonnen?,ASK WHERE brack_open <A> dbo_award dbr_Grand_Prix_(Cannes_Film_Festival) brack_close
Welcher Partei gehört die Bürgermeisterin von <A> an?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_mayor var_x sep_dot var_x dbo_party var_uri brack_close
Wer ist der Formel-1-Fahrer mit den meisten Rennen?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_FormulaOneRacer ; dbo_races var_x brack_close ORDER BY DESC(var_x) OFFSET 0 LIMIT 1
Aus welchem Land kommt <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_locationCountry var_uri brack_close
Gib mir den Geburtsort von <A>.,SELECT DISTINCT var_place WHERE brack_open <A> dbo_birthPlace var_place brack_close
Spielt <A> in <A> mit?,ASK WHERE brack_open <A> dbo_starring <A> brack_close
Wer ist der Sohn von <A> und <B>?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_parent <A> ; dbo_parent <B> brack_close
Wieviele ethnische Gruppen leben in <A>?,SELECT (COUNT(DISTINCT var_uri) AS var_c) WHERE brack_open <A> dbo_ethnicGroup var_uri brack_close
Was ist die Hauptstadt von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_capital var_uri brack_close
Wurde <A> in den Vereinigten Staaten geboren?,ASK WHERE brack_open <A> dbo_birthPlace var_city sep_dot var_city dbo_country dbr_United_States brack_close
Wieviele Seiten hat <A>?,SELECT DISTINCT var_n WHERE brack_open <A> dbo_numberOfPages var_n brack_close
Wer ist das älteste Kind von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_child var_uri sep_dot var_uri dbo_birthDate var_d brack_close ORDER BY ASC(var_d) OFFSET 0 LIMIT 1
Welche Fernsehserien hat <A> Disney entworfen?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_TelevisionShow ; dbo_creator <A> brack_close
Welche Traubenarten wachsen in <A>?,SELECT DISTINCT var_uri WHERE brack_open <A>>_wine dbo_growingGrape var_uri brack_close
War US-Präsident <A> in einen Krieg verwickelt?,ASK WHERE brack_open <A> dbp_battles var_battle brack_close
Wann wurde die <A> fertiggestellt?,SELECT DISTINCT var_date WHERE brack_open <A> dbo_completionDate var_date brack_close
Hat <A> den Nobelpreis für Physik gewonnen?,ASK WHERE brack_open <A> dbo_award dbr_Nobel_Prize_in_Physics brack_close
Wie viele Staaten gibt es in Mexiko?,SELECT (COUNT(var_uri) AS var_count) WHERE brack_open var_uri dbp_settlementType dbr_List_of_states_of_Mexico brack_close
Welcher Wissenschaftler ist bekannt für das Manhattan-Projekt und den Friedensnobelpreis?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_knownFor dbr_Manhattan_Project ; rdf_type dbo_Scientist ; dbo_award dbr_Nobel_Peace_Prize brack_close
